rep_iso,year,0,1,2,3,4,5,6,7,8,9
ABW,1988,2.759901795955611e-07,0.0017636328218819046,0.05620550535509484,2.7597376684882374e-07,0.764322788899701,0.15504291317192778,2.7595432722143274e-07,0.022663779849396538,2.7596690187341033e-07,2.760168224735225e-07
ABW,1989,1.372903252236385e-08,1.3729769029951563e-08,1.372801075666912e-08,1.3727593407619389e-08,0.19551349573257434,0.04825199982623847,0.022035470817629955,0.7341989512510051,1.3728660218986168e-08,1.3729486250315573e-08
ABW,1990,2.300215221056669e-09,2.300388335473206e-09,2.3001794932244508e-09,0.03138425658590494,1.5231706639857307e-08,0.014788569269599785,0.005250288198302475,0.9485768592133761,2.3000894546564903e-09,2.300237674463577e-09
ABW,1991,5.48176794435909e-10,5.481810248201364e-10,5.481941325890841e-10,0.025355157667085907,0.0006662710694871667,0.0017525844272697063,0.06692156001059883,0.9053044240846218,5.481615510934241e-10,5.482231204980323e-10
ABW,1992,0.01386929788564643,2.585522606591382e-10,2.585702649678656e-10,0.12347251078145366,0.010595427903006487,0.0003988243516384665,0.1640630061792561,0.687600931864759,2.585429651739334e-10,2.585743360178249e-10
ABW,1993,0.0010148475394108395,1.7109654908381883e-10,1.7108579944365172e-10,0.024366564656151894,0.00038364911920409116,0.0007397715540575438,0.09628889068727971,0.8772062757595779,1.7106097508132545e-10,1.7107485536051382e-10
ABW,1994,0.0002283801063539836,0.0007038628575402564,1.795691241360925e-10,0.009515290978167458,0.00043765485346688174,0.002928364220496192,0.010751607245620498,0.9747109296329343,1.7957466143909704e-10,0.0007239097462765322
ABW,1995,0.000408842396755264,3.666638288722415e-08,1.4645784298538466e-10,0.008994665117081932,1.4645782015061321e-10,0.0008773338250155084,1.464227653928519e-10,0.9874910626669318,0.0022194910906245487,8.567797869760786e-06
ABW,1996,1.3098963107744432e-10,1.3097897827068538e-10,1.3097959155845822e-10,0.02734808736135843,0.008172345218664058,1.3097900978219516e-10,0.005257626000932838,0.9574244766979139,0.0017974640662289615,1.309745953342661e-10
ABW,1997,1.0292677902854946e-10,1.0291802808467865e-10,0.009366502112391218,0.0852533065924119,1.0291546860623705e-10,0.0012189880461555358,0.002286932677625687,0.9018742700568305,1.0291133599571127e-10,1.0291363554739108e-10
ABW,1998,1.5311672052295452e-10,1.5311368795125488e-10,0.05940806675877722,0.03530510605335276,2.326561593858137e-05,0.0028824524005681097,0.00628075066171687,0.896100357897159,1.5313738110784701e-10,1.5311967739059554e-10
ABW,1999,1.1150455167559547e-10,1.1149785679851338e-10,0.04348073111912023,0.03767129429528967,1.1150059241579637e-10,0.0015866231241246866,0.008172004478695101,0.9090893464252657,1.1149466432776931e-10,1.115070013995887e-10
ABW,2000,9.11030443329772e-11,9.110057541626762e-11,0.02799098775033894,0.0340402965133922,9.110719057668514e-11,0.0013247330966827267,0.005448325821434133,0.9286712694657617,0.002524386987969601,9.110987508551145e-11
ABW,2001,1.2830343374066905e-10,1.283015574157198e-10,0.017293516411763535,0.016682288229934974,1.2831786588114384e-10,0.0007917143792546781,0.014944048842019523,0.9455240937068661,0.003805784749281535,0.0009585532959567606
ABW,2002,1.7268742372933478e-10,1.726724952741873e-10,0.016926044903567108,0.8704274753618745,0.06991208076616011,1.7267710300331015e-10,1.7268604138611944e-10,0.0030443447628612425,0.039690053342123846,1.7269007309798082e-10
