rep_iso,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ABW,2005,0.01281483642767124,0.012814836427721327,0.012814836427676156,0.012814836427672291,0.012814836427671493,0.012814836427687224,0.01281483642767748,0.012814836427672262,0.012814836427671832,0.012814836427671913,0.012814836427823445,0.012814836427671245,0.012814836427676071,0.012814836427686353,0.38333163773983103,0.012814836427724241,0.012814836427690199,0.012814836427674088,0.012814836427697873,0.2578529422827843,0.012814836427903572,0.01281483642767124,0.012814836427677952,0.01281483642770575,0.012814836427719013,0.012814836427708866,0.012814836427671452,0.012814836429543992,0.012814836427672734,0.01281483642767317
ABW,2009,0.011842080693541193,0.011842471470470808,0.011842080660958907,0.011842080660975779,0.011842379950837301,0.011843755499566079,0.011842080660964116,0.01184208069201028,0.011842080660966694,0.011842669666426633,0.011842097835076157,0.01184208066095796,0.01184251681847556,0.011842080661610408,0.011842080660975805,0.011842080699696726,0.011849483489965102,0.011844295018402406,0.011842080660965914,0.011842247217625444,0.011842177329922416,0.011842080660959212,0.011842080662018077,0.01184250059568198,0.656565630760411,0.011842281208364981,0.01184208066096222,0.011842202459244751,0.011842080660961927,0.011842080661004324
ABW,2010,0.012498280455788956,0.01249828045498832,0.012498280454400284,0.012498280454406503,0.012498296022512024,0.012498367492571156,0.012498280454447093,0.012498280615305038,0.012498280454402336,0.012498289386052545,0.01249828134800266,0.012498280454399163,0.012498303139794269,0.012498280454699131,0.01249828045442916,0.012498280663866922,0.012498663705317152,0.012498288521617646,0.012498280454406666,0.012498288877330328,0.01249828547702634,0.012498280660181792,0.012498280457869517,0.012498297888917959,0.6375492977618495,0.01249829089796216,0.01249828045439934,0.012498281173561202,0.012498280455064101,0.012498280454430778
ABW,2011,0.011931062331500637,0.011931082311653251,0.01193099703096639,0.011930997025911839,0.011931005168993486,0.01193104015174659,0.011930998932768519,0.011930997044999902,0.011930997025747226,0.011931995971139437,0.011930997999960485,0.011930997417051585,0.011931040544237836,0.011930997025797672,0.011930997025792495,0.011931006868558545,0.011931156583632117,0.011932267257867956,0.01193099843579395,0.0119310951598228,0.011931001259632309,0.011931033739180856,0.011930997577773432,0.011931174117372875,0.6539979433820817,0.011931002963596211,0.011930997025742962,0.01193112856847051,0.011930997025996423,0.011930997026209957
ABW,2012,0.011553162619250858,0.01157027519871667,0.01155345266225673,0.01155311790114799,0.011553087911023953,0.0115530991315425,0.01158342452140289,0.011553085489532733,0.01155308547293698,0.011561004834497499,0.011553287486584385,0.011553085472943146,0.011553089025754536,0.011553764923697736,0.011553085482484585,0.011553085473822725,0.011553145588765846,0.011565538135483631,0.011553085472941278,0.011553582148252136,0.011553596119721135,0.011553085472960195,0.011553085474429896,0.011553369760409576,0.6648857922592356,0.011556756503374534,0.011553085472931846,0.011553192070388208,0.0115534064397537,0.011553085473756426
ABW,2013,0.011757817381700685,0.011757932736601532,0.011758211561962143,0.011757864420062762,0.011757817381926295,0.011757817445634493,0.011757847639189299,0.011757817554905193,0.011757817381704722,0.0117579204925086,0.011758107280011221,0.011757817381726637,0.011757978263534082,0.011757818059333352,0.011757817381719137,0.01175781738284298,0.01175781738392212,0.011757830811390651,0.01175781740592332,0.011757930669055247,0.011758556573085752,0.011757817381700215,0.011757817381785541,0.011758118690003549,0.6590195313032355,0.011759154384318285,0.011757817381698088,0.011757936122875921,0.01175781738287921,0.011757817382763594
ABW,2014,0.011925715675836779,0.011925339297600958,0.011926282846496038,0.011925338281736132,0.011925310954863242,0.011925310952967812,0.01192539833986269,0.011925310944946747,0.011925310930436061,0.011926355065270405,0.011925479463964822,0.011925310930428132,0.011925310930610073,0.011925312888024932,0.011925310930439421,0.011925310943615933,0.011925311188238539,0.011926448100359286,0.011925311226132725,0.01192543040166177,0.011925739400713158,0.011925310930515657,0.011925310972744366,0.011925485962503542,0.6541596144048277,0.011925427349826094,0.011925310930428767,0.011925315527530945,0.011926963296220899,0.011925310931196429
ABW,2015,0.011371402467991237,0.011354469244639941,0.01135446924532828,0.01135446923601868,0.011354475299310472,0.011355759352991891,0.011354474553042318,0.011354469238602114,0.01135446923573411,0.011597393963372274,0.011354582814383838,0.011354469235804755,0.011354591301955218,0.011354469235801643,0.011354469235737043,0.0113545044437153,0.011354472462793403,0.011354516674779457,0.011354470701218937,0.011367147520943722,0.011354476443842536,0.011363874319363441,0.011354471208963445,0.011374599129777995,0.6704149046900629,0.011354871409744218,0.011355847598968839,0.011354471262320307,0.011354469236223817,0.011354469236567829
ABW,2016,0.009594073964360692,0.009627980515183767,0.009594073086649401,0.009594071650793075,0.00959407139748175,0.009594071398532708,0.009594071397475722,0.009594071401625005,0.009594071397478292,0.009623825112980829,0.009594073235097408,0.009594071397480817,0.009594071398189234,0.009594071400086899,0.00959407139747991,0.00959407140073712,0.009594071403157853,0.009594071397541344,0.009594071547658645,0.009701130439740122,0.009594106124084586,0.009594071397478232,0.009594071524912273,0.009614522997260979,0.7215514469804779,0.009594071854276947,0.009594071397474499,0.009623338586300727,0.009594071397514095,0.009594071400489162
ABW,2017,0.008828754942642611,0.00882524865987376,0.008825365799481368,0.008825266486063733,0.008825272007252345,0.008825649008587731,0.008825248659634235,0.00882524866955373,0.00882524865963418,0.008871490828118956,0.008825383614823148,0.008825248660433016,0.008825282681090674,0.008825248663563667,0.00882524865963989,0.008825248662989182,0.008825822912847116,0.008825260758445414,0.008825248659658858,0.008837169979030635,0.008825535388162813,0.008827219814394173,0.008825248662060352,0.00882961457255706,0.7439980797758627,0.008825349434408528,0.008825248659631935,0.008825249396738588,0.008825248660096116,0.008825248662723566
AFG,2008,0.012894044575754902,0.012894054389809418,0.012894044575771984,0.012894044575754902,0.012894051470977635,0.012894117970338695,0.012894044575756967,0.012894128808971535,0.012894044575754902,0.6185963944464113,0.020369168753161842,0.012894044575771034,0.012894044575768763,0.012894097783866767,0.012894044575773951,0.012894100657857706,0.012894293310370453,0.01289404509803458,0.012894062371332914,0.012894092001021403,0.012894071672526273,0.012894044575754902,0.012894063156153197,0.012894096719480962,0.0128940939769334,0.01289416522989403,0.012894044575754902,0.012894280552063635,0.01289409010849186,0.012894085764685074
AFG,2009,0.012291742151041516,0.012296355328166777,0.012291742151058712,0.012291742151041526,0.012295000406254478,0.012334097510925237,0.012291742151045561,0.012331336654698318,0.012291742151041549,0.6430329605829658,0.01232861268695142,0.012291742151120885,0.01229174215109612,0.012316746407880259,0.012291742151079787,0.012342583569363108,0.012311129134959582,0.01229194881920396,0.01229934767425578,0.012330909653370104,0.012302232107922377,0.012291742151041526,0.012302835271117927,0.012315714912288243,0.012345030966502319,0.012403436719168643,0.012291742151041526,0.01229732427061463,0.012313233661741132,0.012291742151041533
AFG,2010,0.011624417351901761,0.011628694817430766,0.011624417351912483,0.011624417351901763,0.011627461630926844,0.01165277282127409,0.011624417351907366,0.011661130416106244,0.01162441735190177,0.6603126564915154,0.011638413765963664,0.01162441735210632,0.011624417351930929,0.011647601965218536,0.01162441735195388,0.011637747019900016,0.013969384987067662,0.011624608366532077,0.011631458226833133,0.011635144510488945,0.011633861312761071,0.011624417351901763,0.011631207590785462,0.01163912648478408,0.011635093697867966,0.01165252394613387,0.011624417351901763,0.011627911680068383,0.011644609397120267,0.011624417351901766
