rep_iso,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
ABW,2005,0.009826653813875883,0.21224374222734257,0.009826653813875883,0.00982665381387589,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653814278991,0.009826653813875883,0.009826653813875883,0.009826653813875902,0.414343412844971,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875886,0.009826653813875883,0.009826653813875885,0.009826653813875895,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875883,0.009826653813875885,0.009826653813875883,0.009826653813875883,0.009826653813875883
ABW,2009,0.008685617417143446,0.20472971732629186,0.008685617417143446,0.008685617417143448,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143894,0.008685617417143448,0.008685617417143446,0.008685617417143448,0.008685617417143458,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143448,0.008685617417143448,0.008685617417143446,0.008685617417143448,0.008685617417143446,0.008685617417143446,0.4652168208222568,0.008685617417143446,0.008685617417143448,0.008685617417143446,0.008685617417143446,0.008685617417143448,0.008685617417143446,0.008685617417143446,0.008685617417143448,0.008685617417143446,0.008685617417143446,0.008685617417143446,0.008685617417143446
ABW,2010,0.0090596986335573,0.13209974235735308,0.0090596986335573,0.009059698633557304,0.009059698633558917,0.0090596986335573,0.0090596986335573,0.0090596986335573,0.0090596986335573,0.009059698633557347,0.009059698633557304,0.0090596986335573,0.009059698633557305,0.009059698633587864,0.009059698633557302,0.009059698633557302,0.009059698633557302,0.0090596986335573,0.009059698633557302,0.0090596986335573,0.0090596986335573,0.009059698633557302,0.009059698633557316,0.009059698633557302,0.00905969863355784,0.0090596986335573,0.0090596986335573,0.5236317095674368,0.009059698633557302,0.009059698633557302,0.0090596986335573,0.0090596986335573,0.009059698633557304,0.0090596986335573,0.0090596986335573,0.009059698633557305,0.0090596986335573,0.0090596986335573,0.0090596986335573,0.0090596986335573
ABW,2011,0.008776546797344704,0.1336119549664594,0.008776546797344707,0.008776546798419481,0.008776546797344718,0.008776546797344704,0.008776546797344704,0.008776546797344704,0.008776546797344704,0.008776546797346043,0.008776546797344725,0.008776546797344706,0.008776546797738182,0.008776546797344725,0.008776546797344704,0.008776546797344706,0.008776546797344704,0.008776546797344707,0.008776546797344704,0.008776546797344704,0.008776546797344704,0.008776546797344706,0.008776546797344718,0.008776546797344709,0.008776546797344716,0.008776546797344704,0.008776546797344706,0.5328792667210374,0.008776546797344706,0.008776546797344704,0.008776546797344704,0.008776546797344704,0.008776546797344707,0.008776546797344704,0.008776546797344704,0.00877654679734471,0.008776546797344706,0.008776546797344704,0.00877654680927959,0.008776546797344704
ABW,2012,0.008476244721529493,0.170142198588183,0.008476244721529495,0.008476244721529495,0.008476244721529495,0.008476244721529493,0.008476244721529495,0.008476244721529493,0.008476244721529493,0.008476244721529625,0.008476244721529495,0.008476244721529497,0.008476244721529493,0.008476244721529497,0.008476244721529493,0.008476244721529493,0.008476244721529493,0.008476244721529493,0.008476244721529493,0.008476244721529493,0.008476244721529493,0.0084762447215295,0.008476244721529518,0.008476244721529495,0.008476244721529498,0.008476244721529493,0.008476244721529495,0.507760501993696,0.0084762447215295,0.008476244721529493,0.008476244721529493,0.008476244721529493,0.0084762447215295,0.008476244721529493,0.008476244721529493,0.0084762447215295,0.008476244721529495,0.008476244721529493,0.008476244721529497,0.008476244721529493
ABW,2013,0.008677388817047646,0.14720407927623494,0.008677388817047648,0.00867738881704765,0.008677388817047648,0.008677388817047646,0.008677388867763468,0.008677388817047646,0.008677388817047646,0.00867738881704767,0.008677388817047648,0.00867738881704765,0.00867738881704765,0.008677388817047648,0.008677388817047646,0.008677388817047646,0.008677388817047646,0.008677388817047648,0.008677388817047648,0.008677388817047646,0.008677388817047646,0.00867738881704765,0.008677388817047672,0.008677388817047648,0.008677388817047653,0.00867738881704765,0.008677388817047648,0.5230551456243563,0.008677388817047655,0.008677388817047646,0.008677388817047646,0.008677388817047646,0.008677388817930135,0.008677388817047646,0.008677388817047646,0.008677388817047653,0.008677388817047648,0.008677388817047646,0.008677388817047646,0.008677388817047646
ABW,2014,0.00871762985402504,0.2010214624003365,0.00871762985402504,0.008717629854025041,0.008717629854025053,0.00871762985402504,0.008717629913098782,0.00871762985402504,0.00871762985402504,0.008717629854025041,0.008717629854025041,0.00871762985402504,0.008717629854025043,0.00871762985402504,0.00871762985402504,0.00871762985402504,0.00871762985402504,0.008717629854025044,0.008717629854025041,0.00871762985402504,0.00871762985402504,0.008717629854025041,0.008717629854025041,0.00871762985402504,0.008717629854025043,0.008717629854025041,0.00871762985402504,0.4677086030867091,0.00871762985402504,0.00871762985402504,0.00871762985402504,0.00871762985402504,0.008717629854954207,0.00871762985402504,0.00871762985402504,0.008717629854025041,0.00871762985402504,0.00871762985402504,0.00871762985402504,0.00871762985402504
ABW,2015,0.00831838843046713,0.24250113180419403,0.008318388430467139,0.008318388437921414,0.008318388430467132,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.008318388430468133,0.008318388430467132,0.00831838843046713,0.008318388433189081,0.008318388430467134,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.008318388430467134,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.008318388430467132,0.008318388430467132,0.00831838843046713,0.4414001077451012,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.008318388430467134,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.00831838843046713,0.008318388513243753,0.00831838843046713
ABW,2016,0.006998414413090319,0.30755703307461874,0.006998414413090319,0.0069984144164940846,0.006998414413090319,0.006998414413090319,0.006998414413090319,0.006998414413090319,0.006998414413090319,0.006998414413091647,0.006998414413090319,0.006998414413090319,0.006998414414333213,0.006998414413090321,0.006998414413090319,0.006998414413090319,0.006998414413090319,0.0069984144130903194,0.006998414413090326,0.0069984144130903194,0.006998414413090319,0.006998414413090319,0.0069984144130903194,0.006998414413090319,0.0069984144130903194,0.0069984144130903194,0.0069984144130903194,0.4265032191794467,0.006998414413090319,0.0069984144130903194,0.006998414413090319,0.006998414413090319,0.006998414418865478,0.006998414413090319,0.006998414413090319,0.006998414413372157,0.006998414413090325,0.00699841441309032,0.006998414450887673,0.006998414413090319
ABW,2017,0.006363745178831556,0.311686546074031,0.006363745178831557,0.006363745178831556,0.006363745178831557,0.006363745178831556,0.006363745178831556,0.006363745178831556,0.006363745178831556,0.006363745178831732,0.006363745178831556,0.006363745178831556,0.006363745178831557,0.006363745178831557,0.006363745178831556,0.006363745178831556,0.006363745178831556,0.006363745178831556,0.00636374517883156,0.006363745178831556,0.006363745178831557,0.006363745178831557,0.006363745178831556,0.006363745178831557,0.006363745178831558,0.006363745178831556,0.006363745178831557,0.44649113713036975,0.006363745178831556,0.006363745178831556,0.006363745178831556,0.006363745178831556,0.006363745178831559,0.006363745178831556,0.006363745178831556,0.006363745178831557,0.006363745178831556,0.006363745178831557,0.006363745178831556,0.006363745178831556
