rep_iso,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
ABW,2005,0.019222254860746336,0.01922225854349432,0.019222254881358973,0.01922344185888748,0.01922241139682586,0.019222332569911956,0.019230977292925024,0.019222254867115963,0.019222254863133767,0.01922225487011665,0.019302824486064584,0.6341373343777257,0.019222766356212048,0.019227847380717422,0.01923129634612392,0.019222803906166087,0.019222342853944165,0.019222263842042595,0.01922226276362544,0.019755561682861963
ABW,2009,0.017763081417998604,0.01776368249414443,0.017763077932766227,0.01776307910642701,0.01776308604828225,0.017763268920579715,0.01776307826036767,0.017769002376437134,0.01776307773067656,0.01776341427471633,0.017763077840397788,0.6624783269346184,0.01776318288447845,0.017764274859737205,0.01776311880840053,0.0177679994145366,0.0177693281449504,0.017763078817367096,0.01776311398140791,0.01776664975170963
ABW,2010,0.018747417703836745,0.018747450502059112,0.018747417815071,0.01874741837374295,0.018747465810767902,0.018747488491915345,0.018747419150032085,0.018776415079426803,0.0187474175457987,0.01874864993722822,0.018747417728268927,0.643752474259017,0.01874742382394257,0.018747709590397427,0.018747424703588617,0.018747704829865087,0.01876266324079788,0.018747421099471653,0.01874741997435728,0.018747780340414678
ABW,2011,0.01789649228597458,0.017896529837934876,0.017896478461671885,0.01789655803089137,0.017902470012139033,0.017899472901080935,0.01789647870539968,0.017896560833572432,0.017896478253541494,0.017899015222048727,0.01789729049347836,0.6599476322126225,0.017896810981678283,0.017896863415935486,0.0178965134166205,0.01789659585451542,0.017896585996447185,0.01789721398450009,0.017896562804171838,0.017901396295775227
ABW,2012,0.017329591918713215,0.01732962903624308,0.0173295920630422,0.017329747271759375,0.0173299546247437,0.01733186290089942,0.017329596903376716,0.017329651503810613,0.01732959191270691,0.01732981443563022,0.017329796585623773,0.67073055195846,0.017329622216190575,0.017330464831081534,0.017329694684960206,0.017329649535721265,0.017329650938774813,0.017330908347870648,0.017329715557407525,0.017330912772984212
ABW,2013,0.01763671022905807,0.017636718938924392,0.01763671038118172,0.01763689308240537,0.01763719038150341,0.01763746702966545,0.017636715713379332,0.017636721492689588,0.017636710720268515,0.01763696154908545,0.0176369547866093,0.6648956417872056,0.017638267407434686,0.017637253487325547,0.01763676945748284,0.017636711372042195,0.017636751547941917,0.017638410018800208,0.01763685942519811,0.017637581191798264
ABW,2014,0.017888833923934467,0.017887951791581858,0.017887949412016182,0.017888247202711212,0.01788803615300483,0.0178921062137555,0.01788795312579944,0.017889823158155845,0.017887949408353303,0.01790523233080744,0.017888128429745714,0.6600834855080073,0.0178882249569866,0.017888646802193472,0.01788805694891102,0.01788815743890488,0.017888952689155743,0.017889178434997138,0.017888055430899198,0.017905030640078753
ABW,2015,0.017036292719623158,0.017031288746626433,0.01703128409815441,0.017031428388920578,0.017031612569343785,0.017034347055056746,0.017031284959255554,0.01703129467016074,0.01703128427693997,0.017093875393265758,0.01703144359656929,0.6763044753180326,0.017031308549716174,0.017033572212742844,0.01703135335862147,0.017031286270214854,0.017031327714362308,0.017032640313481635,0.017031425337861592,0.017057174451049893
ABW,2016,0.01439101525035944,0.014402184600375593,0.01439072432835921,0.014391278877337243,0.01439085108816709,0.014395335342070614,0.014390740763248155,0.014390754270511799,0.014390723758659612,0.014399291906830808,0.014391296160051402,0.7265056883729991,0.014390891611116402,0.014392230418628221,0.014391598690385572,0.014390730639409079,0.01439083912118866,0.014395794897581284,0.014398340312093591,0.01441968959062714
ABW,2017,0.013238396973283587,0.01323782337476957,0.013237777068836349,0.01323834777463408,0.013302294459122828,0.013269020469400533,0.013237860646387977,0.013237807320484537,0.013237776229329227,0.013282239430979437,0.013238385972821985,0.7479476002671458,0.013237880610704545,0.01324090263037098,0.013237996043681177,0.013238165239224324,0.013238138873563796,0.013243078830328228,0.013238174234090601,0.013620333550840406
AFG,2008,0.019341064351742394,0.019341064842421173,0.019341064351742564,0.0193410643517425,0.019341064351742453,0.019341067282718446,0.019341065603759013,0.019341064604489214,0.019341064351743063,0.5485970234918391,0.019341064579404123,0.019341079967342495,0.019341066097667396,0.10326373869265894,0.019341069970633725,0.019341066655559295,0.01934107038071955,0.019341064969511476,0.019341097916427914,0.019341073186134924
AFG,2009,0.018435606287787273,0.01843560668497025,0.018435606287787273,0.018435606287787273,0.018435606287787273,0.018435606467231185,0.01843560628787444,0.018435606288660016,0.018435606287787277,0.2983853846693887,0.018435606416320128,0.018435606425404007,0.018435606376225454,0.3697736994913531,0.018435606586947286,0.018435606727285166,0.018435606989040693,0.018435606410296214,0.0184356063214701,0.01843560641859705
AFG,2010,0.01743614676270438,0.017436147022267715,0.01743614676270438,0.01743614676270438,0.01743614676270438,0.01743614694384515,0.01743614676270438,0.017436146774873203,0.017436146762704382,0.3668878197233238,0.017436146852671645,0.01743614687888335,0.017436146852713517,0.319261534935819,0.017436147065280537,0.017436147638478065,0.017436148154648442,0.0174361468278761,0.017436146849322737,0.017436146903770433
AFG,2011,0.017396801985222764,0.01739680219479316,0.017396801985222764,0.017396801985222764,0.017396801985222764,0.017396802132390997,0.017396801985222764,0.017396801986035687,0.017396801985222768,0.27105103732761504,0.01739680207347397,0.017396802081627225,0.017396802055156566,0.41580652433499765,0.017396802276118232,0.017396802505382745,0.01739680291855338,0.01739680204918181,0.017396802051555093,0.01739680210178188
AFG,2012,0.020709426610164772,0.02070942877293813,0.020709426610167385,0.020709426610166896,0.020709426610165716,0.020709427095291038,0.020709426610165345,0.0207094266101655,0.020709426610174806,0.545995189346224,0.020709426610165144,0.02070942825527218,0.020709440761378897,0.020709730215282097,0.020710445266914082,0.08123330761739804,0.02070943916163913,0.020709613279679805,0.020709629026568675,0.020709508320078448
AFG,2013,0.021163798481693974,0.021169767968274366,0.021163798481703668,0.021163798481699508,0.021163798481697457,0.021165119716049452,0.02116379848169609,0.021163798481696663,0.021163798481731336,0.571613072712038,0.021163798481695334,0.021163798633407848,0.021164938120367027,0.021172769316207922,0.04732706570180671,0.021220830177615096,0.021199162677326442,0.021163815641054712,0.021163817090670563,0.021165454391567886
