rep_iso,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ABW,2005,0.01309679063061736,0.2149400269838562,0.013096790630619758,0.013096790630879217,0.01309679063064982,0.013096790630617569,0.013096790630617758,0.013096790630618265,0.013096790630621635,0.013096790630738932,0.01309679063063908,0.013096790630632665,0.013096790630732533,0.013096790630619576,0.013096790630623755,0.01309679063061736,0.41834983535815035,0.013096790630620279,0.013096790630620426,0.013096790630635964,0.013096790630618608,0.01309679063061736,0.013096790630617397,0.013096790630618135,0.013096790630622347,0.013096790630694324,0.01309679063061736,0.013096790630621975,0.013096790630617784,0.013096790630626291
ABW,2009,0.01158079160707798,0.1737724958561034,0.011580791607095277,0.01158079160713724,0.011580791607169792,0.011580791607079309,0.011580791607078006,0.011580791607079798,0.01158079160708835,0.011580791607199046,0.5019653391441429,0.011580791607084662,0.011580791607092637,0.011580791607080643,0.011580791607103857,0.01158079160707798,0.011580791608133236,0.011580791607080176,0.011580791607089462,0.011580791607099844,0.01158079160708295,0.01158079160707928,0.011580791607140734,0.011580791607082386,0.011580791607091339,0.011580791607094534,0.011580791607077989,0.011580791607081113,0.011580791607078663,0.011580791607097326
ABW,2010,0.012079598178084457,0.12046243452017681,0.012079598178108802,0.012079598178229676,0.012079598178198082,0.012079598178087786,0.012079598178084459,0.012079598178614696,0.012079598178140317,0.012079598178704803,0.5413088164852091,0.01207959817809172,0.012079598178106324,0.012079598178092149,0.012079598178174408,0.012079598178084799,0.012079598184220415,0.012079598178084855,0.012079598178107791,0.012079598178165033,0.012079598178095988,0.012079598178088935,0.012079598178254061,0.012079598178121416,0.012079598178155597,0.012079598178131317,0.012079598178085607,0.01207959817809242,0.012079598178084867,0.01207959817812348
ABW,2011,0.011701833752563484,0.12172188106079108,0.011701833752608564,0.011701833752694325,0.011701833752682122,0.01170183375256928,0.011701833752563688,0.01170183375282207,0.011701833752639583,0.011701833752776383,0.5506267738636155,0.01170183375257279,0.01170183375265384,0.0117018337527055,0.011701833752654147,0.011701833752563484,0.011701833754097488,0.011701833752565954,0.01170183375257161,0.011701833752680567,0.011701833752571823,0.011701833752566435,0.011701833752975727,0.011701833752570152,0.011701833752578432,0.011701833752652786,0.011701833752563484,0.01170183375256433,0.011701833752565085,0.011701833753000192
ABW,2012,0.011301650397536018,0.1560182507621125,0.011301650397600935,0.011301650397559964,0.011301650397569713,0.011301650397544966,0.011301650397537439,0.011301650397591914,0.011301650397597911,0.011301650397639142,0.5275355381049864,0.011301650397541631,0.011301650397579535,0.011301650397569831,0.011301650397601556,0.011301650397536016,0.011301650397681526,0.011301650397537178,0.011301650397538717,0.011301650397588844,0.011301650397540131,0.011301650397536691,0.01130165039841366,0.011301650397543935,0.011301650397546718,0.011301650397671567,0.011301650397536181,0.011301650397537357,0.011301650397582805,0.011301650397639454
ABW,2013,0.011569824412137598,0.13899368810018625,0.011569824412210819,0.011569824412208697,0.011569824412148228,0.011569824412148452,0.011569824412138453,0.011569824412163927,0.011569824412201805,0.011569824412260628,0.5370512283581862,0.011569824412144934,0.011569824412180641,0.011569824412174665,0.011569824412201007,0.011569824412137598,0.011569824412214985,0.011569824412144065,0.011569824412143874,0.011569824412173704,0.01156982441215233,0.011569824412138555,0.011569824413019857,0.01156982441214669,0.0115698244121491,0.011569824412295645,0.011569824412143426,0.011569824412152787,0.011569824412138765,0.011569824412156138
ABW,2014,0.011623470534837413,0.1799086050841293,0.011623470534845326,0.011623470534911744,0.011623470534853705,0.011623470534838212,0.011623470534837437,0.011623470534837935,0.01162347053485971,0.011623470534870428,0.49463421994003937,0.011623470534858245,0.011623470534847507,0.011623470534838145,0.011623470534870398,0.011623470534837409,0.011623470534875063,0.011623470534837758,0.011623470534838903,0.011623470534857327,0.011623470534840655,0.011623470534838221,0.011623470534839283,0.011623470534840311,0.01162347053484359,0.011623470534874326,0.011623470534837898,0.011623470534862798,0.011623470534840063,0.011623470534861671
ABW,2015,0.011091040177703198,0.19689723778826,0.011091040177713236,0.011091040177781746,0.011091040177707148,0.01109104017770381,0.01109104017770338,0.011091040177707174,0.011091040177713528,0.011091040177747324,0.4925536372354213,0.0110910401777277,0.011091040177719332,0.011091040177710842,0.011091040177733987,0.011091040177703196,0.01109104017792252,0.011091040177704377,0.011091040177703322,0.01109104017771389,0.011091040177710882,0.011091040177708145,0.011091040177705371,0.011091040177770364,0.011091040177710475,0.011091040177737117,0.01109104017770344,0.011091040177713042,0.011091040177707878,0.011091040177732266
ABW,2016,0.009331128555534906,0.2787748238981147,0.009331128555545007,0.00933112855556987,0.009331128555555993,0.009331128555549465,0.009331128555535258,0.009331128555538247,0.009331128555540085,0.00933112855556213,0.45995357654629393,0.009331128555554406,0.009331128555542327,0.009331128555540056,0.00933112855555521,0.009331128555534906,0.009331128555576792,0.009331128555535098,0.009331128555536824,0.009331128555538247,0.009331128555567725,0.009331128555536217,0.009331128555581655,0.009331128555548159,0.009331128555597536,0.009331128555559218,0.009331128555535237,0.009331128555743211,0.009331128555535657,0.009331128555541994
ABW,2017,0.008484978088390941,0.26218584752167695,0.008484978088400978,0.008484978088403762,0.008484978088397955,0.008484978088392032,0.008484978088390941,0.008484978088393063,0.00848497808839974,0.00848497808841516,0.5002347660029833,0.008484978088396896,0.008484978088399299,0.008484978088391647,0.008484978088414422,0.008484978088390938,0.008484978088457407,0.0084849780883911,0.008484978088391963,0.00848497808839662,0.00848497808843064,0.00848497808839232,0.00848497808840212,0.008484978088392787,0.008484978088395946,0.00848497808841232,0.00848497808839149,0.008484978088521092,0.008484978088391486,0.008484978088394693
