rep_iso,year,0,1,2,3,4,5,6,7
ABW,1988,3.45374788401952e-07,0.03401977293948807,0.07830260254521677,3.4508238498182615e-07,0.6928893742769415,0.19478686960855698,3.450215933073169e-07,3.4515103001060265e-07
ABW,1989,1.7182944716984943e-08,0.0312797306579068,1.7177402412248796e-08,0.48212856638007856,0.19371566175116398,0.04408172602766005,0.04419536609319792,0.2045989147296456
ABW,1990,2.878549267356684e-09,0.005388378317718864,2.8789026852941317e-09,0.9704075490308159,3.057644949270436e-09,0.009210913556657123,0.004879639008926017,0.010113511270785205
ABW,1991,6.858867469078481e-10,0.00018187179692276393,6.860902638403873e-10,0.8485379551857973,6.860518677197684e-10,0.0007158443250564969,0.1467859286502767,0.0037783979839177
ABW,1992,0.015352414042067905,3.2359485124087567e-10,0.0005561439161171132,0.7385122863351293,0.0051019491418804585,6.140812627726073e-07,0.24044723960021933,2.935255972822989e-05
ABW,1993,0.00026021558557908376,0.00020000839266603104,0.001602197056670199,0.7953137892632406,0.0008862367521120404,0.00016833842105551733,0.20156921431469801,2.13978610070558e-10
ABW,1994,0.0006130315061230794,0.000694980401450667,0.0005525979031913783,0.9554867226482792,5.772327302282911e-10,0.0009128076545822662,0.026761579489707376,0.014978279819433294
ABW,1995,0.00016134733374539663,0.0011368175382768762,5.6818280862545634e-05,0.9740606060205129,1.8326792157480392e-10,0.0004291929176608887,1.8327347642248378e-10,0.0241552175424
ABW,1996,1.1586676812122468e-06,5.371141952361229e-06,1.6400349709099268e-10,0.9494159677514421,0.004927734305564077,1.6383030791188067e-10,0.016975334278008743,0.02867443352751764
ABW,1997,0.0001134183561207264,0.0007263211815150603,5.890634553554471e-05,0.9720652354833909,1.2879702792389734e-10,0.0013172919411044797,1.0868857817905652e-05,0.025707957705718387
ABW,1998,1.9166320394488157e-10,0.002396771640176654,0.015419878583601736,0.9428473623241916,1.9157655046618137e-10,0.0027727287865878724,0.027286377889574633,0.009276880392627897
ABW,1999,1.3958322787280278e-10,1.395108506883933e-10,0.004977051867764283,0.9467125175316874,1.3951212413004999e-10,0.0015200551999922964,0.025372683782131,0.021417691199818848
ABW,2000,1.1396666235580205e-10,1.1402968001337852e-10,0.0025548143553837136,0.9606219449391621,1.1398268754043841e-10,0.0012159261753529706,0.015347135224347774,0.020260178963774397
