rep_iso,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
ABW,2005,0.019645185958250173,0.2263507321554686,0.01964518594661015,0.019645185948803566,0.019645185998905836,0.019645185945983745,0.019645186384767126,0.019645185945920064,0.019645185968006157,0.019645188405396075,0.42003590766733173,0.019645185945920005,0.0196451859787907,0.019645186256579378,0.019645186788904673,0.019645185997371778,0.019645188826823708,0.0196451860218289,0.019645186221928283,0.019645191636409213
ABW,2009,0.01737118745454962,0.16158649043335438,0.01737118854035746,0.017371187541428416,0.01737118752908924,0.017371187440692822,0.017371187632208438,0.017371187434581062,0.01737118746669391,0.01737118827347751,0.5257321310601003,0.017371187514401396,0.01737118746605244,0.017371187418754364,0.017371188334146918,0.017371187536773438,0.01737118767667427,0.017371187545729895,0.017371187625019352,0.01737118807591467
ABW,2010,0.018119397570450932,0.08082579072245029,0.018119417805783276,0.018119398990039302,0.018119398312296437,0.018119397779495172,0.018119403060139063,0.018119401216114023,0.018119397876552878,0.018119404819368152,0.5930249605746001,0.01811941931385112,0.018119398236128303,0.018119397281576154,0.01811940594754802,0.018119399046685407,0.01811940050442143,0.018119398212478596,0.018119401002077182,0.018119411727944113
ABW,2011,0.01755275069715668,0.08910065675016032,0.017552780365665138,0.017552750810528227,0.01755275065175537,0.017552751461535412,0.01755275623828876,0.017552752553624765,0.01755275156880126,0.017552756959999777,0.5949497562133735,0.017552757617950332,0.017552750783305506,0.017552750647181002,0.017552758017789234,0.017552754136218214,0.017552751350172893,0.017552753256406456,0.01755275427211371,0.01755275564797333
ABW,2012,0.016952475619374303,0.15680075767164411,0.016952496142931674,0.016952475686606325,0.016952475622827316,0.016952477036641333,0.016952476075199823,0.016952476138945103,0.01695247613021422,0.016952477615931015,0.5380546474016832,0.0169524760463105,0.016952475710320943,0.01695247561389528,0.01695247837290015,0.01695247801761912,0.016952476731730844,0.016952476242859178,0.016952475912493506,0.016952476209871805
ABW,2013,0.0173547366407408,0.12932584569291325,0.017354762457955846,0.01735473696481669,0.01735473720802395,0.017354737436471455,0.017354736719324405,0.01735473663673181,0.017354737333800652,0.017354739721500364,0.5582888541528757,0.017354737184256327,0.017354736774027855,0.01735473661909082,0.017354739298575218,0.017354739956326276,0.017354736631770663,0.017354737485206495,0.017354736730566915,0.017354738355024532
ABW,2014,0.017435205885931327,0.17310074656151092,0.01743520584032946,0.017435205877910927,0.01743520632696279,0.017435205812631537,0.01743520600787831,0.017435205827730185,0.017435205835220482,0.017435208086956953,0.5130655387393401,0.0174352058092759,0.01743520582305212,0.017435205803013474,0.017435210985420235,0.017435205821858746,0.017435205818235443,0.017435205834068556,0.017435205963832662,0.017435207338839777
ABW,2015,0.016636560432334833,0.17780146086146217,0.016636560287843535,0.01663656055399431,0.016636560570599482,0.016636560280946927,0.01663656041401568,0.01663656028625237,0.016636560290242974,0.01663656104582124,0.5227404479802396,0.016636560274439143,0.01663656028860609,0.01663656026930546,0.01663656137634017,0.016636560278655142,0.016636560273565065,0.01663656143358602,0.016636560290320512,0.016636562511429382
ABW,2016,0.01399669306265758,0.2543780375390465,0.013996693430525356,0.013996693822839426,0.013996697807274734,0.013996692894284986,0.013996692958733018,0.013996692852060514,0.013996692974078519,0.01399669329032298,0.49368148219416064,0.013996692842610198,0.01399669284797007,0.013996692840516627,0.013996693337045096,0.01399669304078114,0.013996692872694817,0.013996693043575778,0.013996692876234236,0.013996693472587802
ABW,2017,0.012727467565650883,0.23492844016075928,0.012727467435573698,0.012727468339249658,0.012727470291999558,0.012727467144944023,0.012727467194269702,0.012727467140943348,0.01272746715651392,0.01272746757602688,0.5359771447444918,0.01272746713871513,0.01272746714984659,0.012727467134333278,0.012727467681481823,0.012727467280910221,0.012727467137577211,0.012727467152233971,0.012727467145414815,0.012727467429064365
