rep_iso,year,0,1,2,3,4,5,6,7,8,9
ABW,2005,0.03929038994638267,0.24726501432913567,0.03929058263928748,0.039418485364032786,0.03934025074007555,0.4381436977001816,0.03931350672578482,0.039320892633630485,0.039292533470138814,0.0393246464513501
ABW,2009,0.03474258237501357,0.18165757816280687,0.03474619535438196,0.03476064483602135,0.034748508896937015,0.5403442818291259,0.03475467591584105,0.03474583683719951,0.03474452280405882,0.03475517298861392
ABW,2010,0.036239042916927394,0.09832270625478554,0.03625392945953404,0.036359164177672765,0.03626804324717509,0.6114181863834561,0.03625228047244869,0.036376325023205994,0.03624956133478953,0.03626076073000486
ABW,2011,0.035105788018381656,0.10434161121576777,0.03511495001057513,0.03515838060030699,0.03511256952209215,0.6146061959143274,0.035126850131667574,0.03519974928834642,0.03511525846949616,0.03511864682903884
ABW,2012,0.03390516977819676,0.16091055057622564,0.03392603768503824,0.03391688040940604,0.03390576663657523,0.5677226821814602,0.033939849102355014,0.03392487116011536,0.03392567637408373,0.03392251609654385
ABW,2013,0.034709725623847006,0.13702789825807674,0.034728758378025255,0.03474258318851361,0.034716833073614756,0.5851647456107255,0.03473397409444118,0.03472265470931678,0.034718782264959586,0.03473404479847967
ABW,2014,0.03487071164074014,0.1921525867941117,0.034873877883297516,0.03489798423525676,0.03488264534193515,0.5288155924179355,0.03488151751799843,0.034873258483780874,0.03487217668120865,0.03487964900373525
ABW,2015,0.03327360056306901,0.20133525157578067,0.033286582295311735,0.033313338287292736,0.033276860814924425,0.5323933959865319,0.03328557894068181,0.03327712264025518,0.03327633598078087,0.03328193291537181
ABW,2016,0.027993773609925665,0.2882453936638222,0.028001280165906087,0.02800648451480795,0.02806629981944809,0.4876863876679186,0.028000796883748007,0.02799569969111487,0.028004089176786377,0.027999794806522156
ABW,2017,0.025455296353288928,0.27260181106353826,0.02546324402890882,0.025461189500152095,0.025496593152088652,0.5236803315275586,0.02546129745729144,0.025457155135771844,0.025462218792273176,0.025460862989128048
AFG,2008,0.03492109720320195,0.03600124615363466,0.035311403092170325,0.035275274663024374,0.03492196582901405,0.03507745188205861,0.682828610933622,0.03492545658804851,0.03492336349393339,0.03581413016129218
AFG,2009,0.032073000143687753,0.03220188946526116,0.0320844738420574,0.032111274706543055,0.03207349723952243,0.03207872126065516,0.7110968789471921,0.032083479240184946,0.03207478805698174,0.03212199709791446
AFG,2010,0.03273176231852038,0.032849791353833965,0.03274147670367191,0.03274229462873977,0.03273201962010817,0.03273785673308629,0.7051994901966643,0.03274614116317786,0.03273379264397179,0.03278537463822552
AFG,2011,0.03133702886230487,0.03151659185354353,0.03134599955924029,0.03134840932074027,0.031337381232547944,0.03134212159003622,0.7176638335794912,0.031349771097205235,0.03133925097092426,0.03141961193396617
AFG,2012,0.04178254935899316,0.041784094796587866,0.04178554800022479,0.041801054042324655,0.04178233591012923,0.04181677484486287,0.6238580785902952,0.041806076080693096,0.041782855250004663,0.04180063312588446
AFG,2013,0.04275822164843313,0.04275864187330743,0.04275965430315197,0.04277943393922978,0.04275796113273745,0.04279959712254615,0.6150918743794588,0.042769127515750634,0.04275818482886955,0.04276730325651507
AFG,2014,0.04257557433633075,0.04257605705978109,0.04257709790923015,0.042596666080709916,0.04257531539813032,0.0426167217742609,0.616733749300967,0.04258779404300951,0.04257556695879905,0.04258545713878128
AFG,2015,0.028881365618601183,0.02904837889819415,0.028897893813989547,0.028926234537578862,0.028881392204323772,0.02888982377805751,0.738754996678033,0.029742548616546276,0.02888275210157419,0.02909461375310145
AFG,2016,0.024839056074474057,0.024909932843796813,0.02487116368662751,0.024847489860363607,0.0248393599080379,0.024843422189123446,0.6694033210185111,0.024847932466797874,0.024840611562178212,0.13175771039008963
AGO,2007,0.5444673530163023,0.048942618560342904,0.04893242278729231,0.04893762349015941,0.04908402472983272,0.04893248719198659,0.04893984192251232,0.06363986622582406,0.04918868741459543,0.04893507466115203
AGO,2009,0.04270203214487329,0.04268637905432828,0.05002292318380798,0.04264372170707029,0.04263512186548374,0.0429803570257916,0.04269351352243556,0.6081122476704804,0.042819743576399984,0.04270396024932872
AGO,2010,0.04271559742322755,0.04269929971117081,0.04717914594341727,0.04265504203935921,0.042646063547816464,0.043005674500226826,0.04273709682837418,0.6108064893834034,0.042838017872643276,0.04271757275036088
AGO,2011,0.04963806803475779,0.049616055349262035,0.0573456129898187,0.0495641533834719,0.04955128999237254,0.05001872089415475,0.5452866858413455,0.049540584551540257,0.04979399894730192,0.0496448300159747
AGO,2012,0.049077972158341025,0.04906636238022191,0.06780711736607865,0.04903781554607545,0.04903055429913689,0.04927477241266737,0.5394353875103567,0.04902578831997201,0.0491601093560996,0.04908412065105035
AGO,2013,0.04914339172770102,0.049152332431528355,0.06612783615722026,0.04909830442624282,0.04909048226409184,0.04936565981334051,0.540167894408273,0.049177246854480904,0.049235766925028075,0.04944108499209308
AGO,2014,0.5461324821968949,0.04909339959951988,0.049067962206896444,0.04907434502954723,0.049246149835370734,0.04906806034961395,0.04907557791389531,0.06079260690929337,0.049368850952462746,0.04908056500650548
AGO,2015,0.5424598956636398,0.04877628013054831,0.04873956692081456,0.048743835114098404,0.04886073708510512,0.04873952269413542,0.04874704740736101,0.06722725073836702,0.04894444077387418,0.04876142347205633
ALB,1996,0.01786716072674562,0.2824518676301336,0.01783469218282234,0.5747603389016982,0.01796883778444599,0.01781193924234102,0.017820336865906464,0.017810573209235656,0.01785333861712677,0.017820914839544462
ALB,1997,0.017302506945397804,0.2750641027742442,0.017314563975751616,0.5864672453886132,0.01730191214993271,0.017305605547138603,0.017310701856263638,0.017310953205646584,0.017308884637120325,0.01731352351989135
ALB,1998,0.019943560674621448,0.1795779086295226,0.01986335349454849,0.6614831904983828,0.01984334682145976,0.019855227924201423,0.019865137708011543,0.01984970478848396,0.01986359264538632,0.019854976815381734
ALB,1999,0.0230144026931215,0.17806679991637347,0.02213440687395029,0.6439596241179154,0.022125687576710375,0.022136003760467832,0.022147901328087832,0.022131267719848143,0.022138779603039255,0.02214512641048583
ALB,2000,0.02261396887767342,0.16350039439914496,0.022620276319118983,0.6555441419700886,0.022613870458319436,0.022616369012613765,0.022620947561924787,0.022622751471530842,0.02262402220668026,0.022623257722904844
